nation,nation_code,pos,player,birth_date,birth_city,birth_country,caps,club
Morocco,,4 FW,Ayoube Amaimouni,30 November 2004,Vic,Spain,2,Eintracht Frankfurt
Morocco,,1 GK,Ahmed Reda Tagnaouti,5 April 1996,Fez,Morocco,3,AS FAR
Morocco,,3 MF,Bilal El Khannouss,10 May 2004,Strombeek-Bever,Belgium,37,VfB Stuttgart
Morocco,,3 MF,Neil El Aynaoui,2 July 2001,Nancy,France,16,Roma
Morocco,,2 DF,Redouane Halhal,5 March 2003,Montpellier,France,3,Mechelen
Morocco,,2 DF,Anass Salah-Eddine,18 January 2002,Amsterdam,Netherlands,9,PSV Eindhoven
Scotland,,1 GK,Angus Gunn,22 January 1996,Norwich,United Kingdom,22,Nottingham Forest
Scotland,,2 DF,Aaron Hickey,10 June 2002,Scotland,United Kingdom,21,Brentford
Scotland,,2 DF,Andy Robertson,11 March 1994,Glasgow,United Kingdom,94,Liverpool
Scotland,,3 MF,Scott McTominay,8 December 1996,Lancaster,United Kingdom,70,Napoli
Scotland,,2 DF,Grant Hanley,20 November 1991,Dumfries,United Kingdom,68,Hibernian
Scotland,,2 DF,Kieran Tierney,5 June 1997,Douglas,Isle of Man,56,Celtic
Scotland,,3 MF,John McGinn,18 October 1994,Glasgow,United Kingdom,86,Aston Villa
Scotland,,3 MF,Tyler Fletcher,19 March 2007,Manchester,United Kingdom,2,Manchester United
Scotland,,4 FW,Lyndon Dykes,7 October 1995,Gold Coast,Australia,51,Charlton Athletic
Scotland,,4 FW,Ché Adams,13 July 1996,Leicester,United Kingdom,47,Torino
Scotland,,3 MF,Ryan Christie,22 February 1995,Inverness,United Kingdom,68,Bournemouth
Scotland,,1 GK,Liam Kelly,23 January 1996,Glasgow,United Kingdom,3,Rangers
Scotland,,2 DF,Jack Hendry,7 May 1995,Glasgow,United Kingdom,38,Al-Ettifaq
Scotland,,4 FW,Ross Stewart,11 July 1996,Irvine,United Kingdom,3,Southampton
Scotland,,2 DF,John Souttar,25 September 1996,Aberdeen,United Kingdom,24,Rangers
Scotland,,2 DF,Dominic Hyam,20 December 1995,Leuchars,United Kingdom,4,Wrexham
Scotland,,4 FW,Ben Gannon-Doak,11 November 2005,Dalry,United Kingdom,14,Bournemouth
Scotland,,4 FW,George Hirst,15 February 1999,Sheffield,United Kingdom,10,Ipswich Town
Scotland,,3 MF,Lewis Ferguson,24 August 1999,Hamilton,United Kingdom,24,Bologna
Scotland,,4 FW,Lawrence Shankland,10 August 1995,Glasgow,United Kingdom,20,Heart of Midlothian
Scotland,,1 GK,Craig Gordon,31 December 1982,Edinburgh,United Kingdom,84,Heart of Midlothian
Scotland,,2 DF,Nathan Patterson,16 October 2001,Glasgow,United Kingdom,26,Everton
Scotland,,3 MF,Kenny McLean,8 January 1992,Rutherglen,United Kingdom,58,Norwich City
Scotland,,2 DF,Anthony Ralston,16 November 1998,Glasgow,United Kingdom,27,Celtic
Scotland,,4 FW,Findlay Curtis,9 June 2006,Balfron,United Kingdom,3,Kilmarnock
Scotland,,2 DF,Scott McKenna,12 November 1996,Kirriemuir,United Kingdom,50,Dinamo Zagreb
Australia,,1 GK,Mathew Ryan,8 April 1992,Plumpton,Australia,104,Levante
Australia,,2 DF,Miloš Degenek,28 April 1994,Knin,Croatia,57,APOEL
Australia,,2 DF,Alessandro Circati,10 October 2003,Fidenza,Italy,13,Parma
Australia,,2 DF,Jacob Italiano,30 July 2001,Perth,Australia,5,Grazer AK
Australia,,2 DF,Jordan Bos,29 October 2002,Point Cook,Australia,27,Feyenoord
Australia,,2 DF,Jason Geria,10 May 1993,Canberra,Australia,14,Albirex Niigata
Australia,,4 FW,Mathew Leckie,4 February 1991,Melbourne,Australia,80,Melbourne City
Australia,,3 MF,Connor Metcalfe,5 November 1999,Newcastle,Australia,36,FC St. Pauli
Australia,,4 FW,Mohamed Touré,26 March 2004,Conakry,Guinea,10,Norwich City
Australia,,4 FW,Ajdin Hrustic,5 July 1996,Dandenong,Australia,37,Heracles Almelo
Australia,,4 FW,Awer Mabil,15 September 1995,Kakuma,Kenya,38,Castellón
Australia,,1 GK,Paul Izzo,6 January 1995,Adelaide,Australia,4,Randers
Australia,,3 MF,Aiden O'Neill,4 July 1998,Brisbane,Australia,31,New York City FC
Australia,,3 MF,Cammy Devlin,7 June 1998,Sydney,Australia,5,Heart of Midlothian
Australia,,2 DF,Kai Trewin,18 May 2001,Canberra,Australia,6,New York City FC
Australia,,2 DF,Aziz Behich,16 December 1990,Moonee Ponds,Australia,84,Melbourne City
Australia,,4 FW,Nestory Irankunda,9 February 2006,Kigoma,Tanzania,15,Watford
Australia,,1 GK,Patrick Beach,6 August 2003,Sydney,Australia,2,Melbourne City
Australia,,2 DF,Harry Souttar,22 October 1998,Aberdeen,United Kingdom,38,Leicester City
Australia,,4 FW,Cristian Volpato,15 November 2003,Camperdown,Australia,1,Sassuolo
Australia,,2 DF,Cameron Burgess,21 October 1995,Aberdeen,United Kingdom,27,Swansea City
Australia,,3 MF,Jackson Irvine,7 March 1993,Melbourne,Australia,82,FC St. Pauli
Australia,,4 FW,Nishan Velupillay,7 May 2001,Melbourne,Australia,7,Melbourne Victory
Australia,,3 MF,Paul Okon-Engstler,24 January 2005,Ostend,Belgium,6,Sydney FC
Australia,,2 DF,Lucas Herrington,5 September 2007,Brisbane,Australia,4,Colorado Rapids
Australia,,4 FW,Tete Yengi,28 November 2000,Adelaide,Australia,1,Machida Zelvia
Paraguay,,1 GK,Gatito Fernández,29 March 1988,Asunción,Paraguay,31,Cerro Porteño
Paraguay,,2 DF,Gustavo Velázquez,17 April 1991,Villa del Rosario,Paraguay,13,Cerro Porteño
Paraguay,,2 DF,Omar Alderete,26 December 1996,Asunción,Paraguay,36,Sunderland
Paraguay,,2 DF,Juan José Cáceres,1 June 2000,Dock Sud,Argentina,17,Dynamo Moscow
Paraguay,,2 DF,Fabián Balbuena,23 August 1991,Ciudad del Este,Paraguay,48,Grêmio
Paraguay,,2 DF,Júnior Alonso,9 February 1993,Asunción,Paraguay,71,Atlético Mineiro
Paraguay,,3 MF,Ramón Sosa,31 August 1999,Maracaná,Paraguay,29,Palmeiras
Paraguay,,3 MF,Diego Gómez,27 March 2003,San Juan Bautista,Paraguay,24,Brighton & Hove Albion
Paraguay,,4 FW,Antonio Sanabria,4 March 1996,San Lorenzo,Paraguay,48,Cremonese
Paraguay,,3 MF,Miguel Almirón,10 February 1994,Asunción,Paraguay,76,Atlanta United FC
Paraguay,,3 MF,Maurício,22 June 2001,São Paulo,Brazil,3,Palmeiras
Paraguay,,1 GK,Orlando Gill,11 June 2000,San Lorenzo,Paraguay,6,San Lorenzo
Paraguay,,2 DF,José Canale,20 July 1996,Villa monica alritmo,Paraguay,2,Lanús
Paraguay,,3 MF,Andrés Cubas,11 May 1996,Aristóbulo del Valle,Argentina,33,Vancouver Whitecaps FC
Paraguay,,2 DF,Gustavo Gómez,6 May 1993,San Juan Bautista,Paraguay,89,Palmeiras
Paraguay,,3 MF,Damián Bobadilla,11 July 2001,Asunción,Paraguay,19,São Paulo
Paraguay,,4 FW,Kaku,11 January 1995,Ciudadela,Argentina,33,Al Ain
Paraguay,,4 FW,Álex Arce,16 June 1995,Carapeguá,Paraguay,15,Independiente Rivadavia
Paraguay,,4 FW,Julio Enciso,23 January 2004,Caaguazú,Paraguay,32,Strasbourg
Paraguay,,3 MF,Braian Ojeda,27 June 2000,Villa monica alritmo,Paraguay,17,Orlando City SC
Paraguay,,4 FW,Gabriel Ávalos,9 July 1991,Edelira,Paraguay,23,Independiente
Paraguay,,1 GK,Gastón Olveira,21 April 1993,Montevideo,Uruguay,1,Olimpia
Paraguay,,3 MF,Matías Galarza,11 February 2002,Asunción,Paraguay,15,Atlanta United FC
Paraguay,,3 MF,Gustavo Caballero,21 September 2001,San Lorenzo,Paraguay,2,Portsmouth
Paraguay,,4 FW,Isidro Pitta,14 August 1999,Asunción,Paraguay,5,Red Bull Bragantino
Paraguay,,2 DF,Alexandro Maidana,26 July 2005,Caacupé,Paraguay,2,Talleres
Turkey,,1 GK,Mert Günok,1 March 1989,Karabük,Turkey,37,Fenerbahçe
Turkey,,2 DF,Zeki Çelik,17 February 1997,Yıldırım district,Turkey,61,Roma
Turkey,,2 DF,Merih Demiral,5 March 1998,Karamürsel district,Turkey,62,Al-Ahli
Turkey,,2 DF,Çağlar Söyüncü,23 May 1996,İzmir,Turkey,60,Fenerbahçe
Turkey,,3 MF,Salih Özcan,11 January 1998,Cologne,Germany,30,Borussia Dortmund
Turkey,,3 MF,Orkun Kökçü,29 December 2000,Haarlem,Netherlands,50,Beşiktaş
Turkey,,4 FW,Kerem Aktürkoğlu,21 October 1998,İzmit,Turkey,52,Fenerbahçe
Turkey,,4 FW,Arda Güler,25 February 2005,Altındağ,Turkey,29,Real Madrid
Turkey,,4 FW,Deniz Gül,2 July 2004,Stockholm,Sweden,8,Porto
Turkey,,3 MF,Hakan Çalhanoğlu,8 February 1994,Mannheim,Germany,105,Inter Milan
Turkey,,4 FW,Kenan Yıldız,4 May 2005,Regensburg,Germany,28,Juventus
Turkey,,1 GK,Altay Bayındır,14 April 1998,Osmangazi,Turkey,12,Manchester United
Turkey,,2 DF,Eren Elmalı,7 July 2000,Kartal,Turkey,23,Galatasaray
Turkey,,2 DF,Abdülkerim Bardakcı,7 September 1994,Meram district,Turkey,27,Galatasaray
Turkey,,2 DF,Ozan Kabak,25 March 2000,Çankaya,Turkey,30,TSG Hoffenheim
Turkey,,3 MF,İsmail Yüksek,26 January 1999,İznik,Turkey,32,Fenerbahçe
Turkey,,4 FW,İrfan Can Kahveci,15 July 1995,Bayat,Turkey,47,Kasımpaşa
Turkey,,2 DF,Mert Müldür,3 April 1999,Vienna,Austria,45,Fenerbahçe
Turkey,,4 FW,Yunus Akgün,7 July 2000,Küçükçekmece,Turkey,19,Galatasaray
Turkey,,2 DF,Ferdi Kadıoğlu,7 October 1999,Arnhem,Netherlands,30,Brighton & Hove Albion
Turkey,,4 FW,Barış Alper Yılmaz,23 May 2000,İkizdere,Turkey,35,Galatasaray
Turkey,,3 MF,Kaan Ayhan,10 November 1994,Gelsenkirchen,Germany,73,Galatasaray
Turkey,,1 GK,Uğurcan Çakır,5 April 1996,Antalya,Turkey,39,Galatasaray
Turkey,,4 FW,Oğuz Aydın,27 October 2000,The Hague,Netherlands,11,Fenerbahçe
Turkey,,2 DF,Samet Akaydin,13 March 1994,Trabzon,Turkey,19,Çaykur Rizespor
Turkey,,4 FW,Can Uzun,11 November 2005,Regensburg,Germany,6,Eintracht Frankfurt
United States,,1 GK,Matt Turner,"June 24, 1994",Park Ridge,United States,54,New England Revolution
United States,,2 DF,Sergiño Dest,"November 3, 2000",Almere,Netherlands,39,PSV Eindhoven
United States,,2 DF,Chris Richards,"March 28, 2000",Birmingham,United States,36,Crystal Palace
United States,,3 MF,Tyler Adams,"February 14, 1999",Wappingers Falls,United States,54,Bournemouth
United States,,2 DF,Antonee Robinson,"August 8, 1997",Milton Keynes,United Kingdom,54,Fulham
United States,,2 DF,Auston Trusty,"August 12, 1998",Media,United States,8,Celtic
United States,,3 MF,Giovanni Reyna,"November 13, 2002",Sunderland,United Kingdom,38,Borussia Mönchengladbach
United States,,3 MF,Weston McKennie,"August 28, 1998",Little Elm,United States,66,Juventus
United States,,4 FW,Ricardo Pepi,"January 9, 2003",El Paso,United States,37,PSV Eindhoven
United States,,4 FW,Christian Pulisic,"September 18, 1998",Hershey,United States,86,Milan
United States,,4 FW,Brenden Aaronson,"October 22, 2000",Medford,United States,58,Leeds United
United States,,2 DF,Miles Robinson,"March 14, 1997",Arlington,United States,40,FC Cincinnati
United States,,2 DF,Tim Ream,"October 5, 1987",St. Louis,United States,82,Charlotte FC
United States,,3 MF,Sebastian Berhalter,"May 10, 2001",London,United Kingdom,13,Vancouver Whitecaps FC
United States,,3 MF,Cristian Roldan,"June 3, 1995",Pico Rivera,United States,47,Seattle Sounders FC
United States,,2 DF,Alex Freeman,"August 9, 2004",Fort Lauderdale,United States,17,Villarreal
United States,,3 MF,Malik Tillman,"May 28, 2002",Nuremberg,Germany,30,Bayer Leverkusen
United States,,2 DF,Max Arfsten,"April 19, 2001",Fresno,United States,20,Columbus Crew
United States,,4 FW,Haji Wright,"March 27, 1998",Los Angeles,United States,20,Coventry City
United States,,4 FW,Folarin Balogun,"July 3, 2001",New York City,United States,27,Monaco
United States,,4 FW,Timothy Weah,"February 22, 2000",Brooklyn,United States,51,Marseille
United States,,2 DF,Mark McKenzie,"February 25, 1999",Bear,United States,29,Toulouse
United States,,2 DF,Joe Scally,"December 31, 2002",Lake Grove,United States,26,Borussia Mönchengladbach
United States,,1 GK,Matt Freese,"September 2, 1998",Wayne,United States,15,New York City FC
United States,,1 GK,Chris Brady,"March 3, 2004",Naperville,United States,1,Chicago Fire FC
United States,,4 FW,Alejandro Zendejas,"February 7, 1998",Ciudad Juárez,Mexico,14,América
Curaçao,,1 GK,Eloy Room,6 February 1989,Nijmegen,Netherlands,71,Miami FC
Curaçao,,2 DF,Shurandy Sambo,19 August 2001,Geldrop,Netherlands,8,Sparta Rotterdam
Curaçao,,2 DF,Juriën Gaari,23 December 1993,Kerkrade,Netherlands,60,Abha
Curaçao,,2 DF,Roshon van Eijma,9 June 1998,Tilburg,Netherlands,28,RKC Waalwijk
Curaçao,,2 DF,Sherel Floranus,23 August 1998,Rotterdam,Netherlands,28,PEC Zwolle
Curaçao,,3 MF,Godfried Roemeratoe,19 August 1999,Oost-Souburg,Netherlands,28,RKC Waalwijk
Curaçao,,3 MF,Juninho Bacuna,7 August 1997,Groningen,Netherlands,49,Volendam
Curaçao,,3 MF,Livano Comenencia,3 February 2004,Breda,Netherlands,20,Zürich
Curaçao,,4 FW,Jürgen Locadia,7 November 1993,Emmen,Netherlands,13,Miami FC
Curaçao,,3 MF,Leandro Bacuna,21 August 1991,Groningen,Netherlands,72,Iğdır
Curaçao,,4 FW,Jeremy Antonisse,29 March 2002,Rosmalen,Netherlands,27,Kifisia
Curaçao,,4 FW,Sontje Hansen,18 May 2002,Hoorn,Netherlands,6,Middlesbrough
Curaçao,,4 FW,Tyrese Noslin,11 September 2002,Amsterdam,Netherlands,7,Telstar
Curaçao,,4 FW,Kenji Gorré,29 September 1994,Spijkenisse,Netherlands,38,Maccabi Haifa
Curaçao,,3 MF,Ar'jany Martha,4 September 2003,Rotterdam,Netherlands,9,Rotherham United
Curaçao,,4 FW,Jearl Margaritha,10 April 2000,Groningen,Netherlands,22,Beveren
Curaçao,,4 FW,Brandley Kuwas,19 September 1992,Hoorn,Netherlands,35,Volendam
Curaçao,,2 DF,Armando Obispo,5 March 1999,Boxtel,Netherlands,6,PSV Eindhoven
Curaçao,,4 FW,Gervane Kastaneer,9 June 1996,Rotterdam,Netherlands,29,Terengganu
Curaçao,,2 DF,Joshua Brenet,20 March 1994,Kerkrade,Netherlands,18,Kayserispor
Curaçao,,3 MF,Tahith Chong,4 December 1999,Willemstad,Curaçao,6,Sheffield United
Curaçao,,3 MF,Kevin Felida,11 November 1999,Spijkenisse,Netherlands,19,Den Bosch
Curaçao,,2 DF,Riechedly Bazoer,12 October 1996,Utrecht,Netherlands,5,Konyaspor
Curaçao,,2 DF,Deveron Fonville,16 May 2003,Nieuwegein,Netherlands,2,NEC
Curaçao,,1 GK,Tyrick Bodak,15 May 2002,Curaçao,Kingdom of the Netherlands,4,Telstar
Curaçao,,1 GK,Trevor Doornbusch,6 July 1999,Haarlem,Netherlands,8,VVV-Venlo
Ecuador,,1 GK,Hernán Galíndez,30 March 1987,Rosario,Argentina,35,Huracán
Ecuador,,2 DF,Félix Torres,11 January 1997,San Lorenzo,Ecuador,49,Internacional
Ecuador,,2 DF,Piero Hincapié,9 January 2002,Esmeraldas,Ecuador,52,Arsenal
Ecuador,,2 DF,Joel Ordóñez,21 April 2004,Guayaquil,Ecuador,17,Club Brugge
Ecuador,,3 MF,Jordy Alcívar,5 August 1999,Manta,Ecuador,11,Independiente del Valle
Ecuador,,2 DF,Willian Pacho,16 October 2001,Rosa Zárate,Ecuador,34,Paris Saint-Germain
Ecuador,,2 DF,Pervis Estupiñán,21 January 1998,Esmeraldas,Ecuador,54,Milan
Ecuador,,3 MF,Anthony Valencia,21 July 2003,Guayaquil,Ecuador,3,Antwerp
Ecuador,,4 FW,John Yeboah,23 June 2000,Hamburg,Germany,23,Venezia
Ecuador,,3 MF,Kendry Páez,4 May 2007,Guayaquil,Ecuador,26,River Plate
Ecuador,,4 FW,Kevin Rodríguez,4 March 2000,Ibarra,Ecuador,31,Union Saint-Gilloise
Ecuador,,1 GK,Moisés Ramírez,9 September 2000,Guayaquil,Ecuador,7,Kifisia
Ecuador,,4 FW,Enner Valencia,4 November 1989,San Lorenzo,Ecuador,105,Pachuca
Ecuador,,3 MF,Alan Minda,14 May 2003,Esmeraldas,Ecuador,20,Atlético Mineiro
Ecuador,,3 MF,Pedro Vite,9 March 2002,Babahoyo,Ecuador,17,Pumas UNAM
Ecuador,,4 FW,Jordy Caicedo,18 November 1997,Machala,Ecuador,20,Huracán
Ecuador,,2 DF,Ángelo Preciado,18 February 1998,Shushufindi Canton,Ecuador,55,Atlético Mineiro
Ecuador,,3 MF,Denil Castillo,24 March 2004,Eloy Alfaro Canton,Ecuador,5,Midtjylland
Ecuador,,4 FW,Gonzalo Plata,1 November 2000,Guayaquil,Ecuador,50,Flamengo
Ecuador,,4 FW,Nilson Angulo,19 June 2003,Quito,Ecuador,14,Sunderland
Ecuador,,3 MF,Alan Franco,21 August 1998,Alfredo Baquerizo Moreno,Ecuador,58,Atlético Mineiro
Ecuador,,1 GK,Gonzalo Valle,28 February 1996,Riobamba,Ecuador,4,LDU Quito
Ecuador,,3 MF,Moisés Caicedo,2 November 2001,Santo Domingo,Ecuador,61,Chelsea
Ecuador,,4 FW,Jeremy Arévalo,19 March 2005,Santander,Spain,4,VfB Stuttgart
Ecuador,,2 DF,Jackson Porozo,4 August 2000,San Lorenzo,Ecuador,10,Tijuana
Ecuador,,2 DF,Yaimar Medina,5 November 2004,Eloy Alfaro Canton,Ecuador,6,Genk
Germany,,1 GK,Manuel Neuer,27 March 1986,Gelsenkirchen,Germany,124,Bayern Munich
Germany,,2 DF,Antonio Rüdiger,3 March 1993,Berlin,Germany,82,Real Madrid
Germany,,2 DF,Waldemar Anton,20 July 1996,Olmaliq,Uzbekistan,13,Borussia Dortmund
Germany,,2 DF,Jonathan Tah,11 February 1996,Hamburg,Germany,47,Bayern Munich
Germany,,3 MF,Aleksandar Pavlović,3 May 2004,Munich,Germany,11,Bayern Munich
Germany,,2 DF,Joshua Kimmich,8 February 1995,Rottweil,Germany,110,Bayern Munich
Germany,,4 FW,Kai Havertz,11 June 1999,Aachen,Germany,58,Arsenal
Germany,,3 MF,Leon Goretzka,6 February 1995,Bochum,Germany,70,Bayern Munich
Germany,,3 MF,Jamie Leweling,26 February 2001,Nuremberg,Germany,5,VfB Stuttgart
Germany,,3 MF,Jamal Musiala,26 February 2003,Stuttgart,Germany,42,Bayern Munich
Germany,,4 FW,Nick Woltemade,14 February 2002,Bremen,Germany,11,Newcastle United
Germany,,1 GK,Oliver Baumann,2 June 1990,Breisach,Germany,13,TSG Hoffenheim
Germany,,3 MF,Pascal Groß,15 June 1991,Mannheim,Germany,18,Brighton & Hove Albion
Germany,,4 FW,Maximilian Beier,17 October 2002,Brandenburg an der Havel,Germany,9,Borussia Dortmund
Germany,,2 DF,Nico Schlotterbeck,1 December 1999,Waiblingen,Germany,27,Borussia Dortmund
Germany,,3 MF,Angelo Stiller,4 April 2001,Munich,Germany,8,VfB Stuttgart
Germany,,3 MF,Florian Wirtz,3 May 2003,Pulheim,Germany,41,Liverpool
Germany,,2 DF,Nathaniel Brown,16 June 2003,Amberg,Germany,5,Eintracht Frankfurt
Germany,,3 MF,Leroy Sané,11 January 1996,Essen,Germany,76,Galatasaray
Germany,,3 MF,Nadiem Amiri,27 October 1996,Ludwigshafen,Germany,11,Mainz 05
Germany,,1 GK,Alexander Nübel,30 September 1996,Paderborn,Germany,3,VfB Stuttgart
Germany,,2 DF,David Raum,22 April 1998,Nuremberg,Germany,37,RB Leipzig
Germany,,3 MF,Felix Nmecha,10 October 2000,Hamburg,Germany,8,Borussia Dortmund
Germany,,2 DF,Malick Thiaw,8 August 2001,Düsseldorf,Germany,5,Newcastle United
Germany,,3 MF,Assan Ouédraogo,9 May 2006,Mülheim an der Ruhr,Germany,1,RB Leipzig
Germany,,4 FW,Deniz Undav,19 July 1996,Varel,Germany,9,VfB Stuttgart
Ivory Coast,,1 GK,Yahia Fofana,21 August 2000,Paris,France,35,Çaykur Rizespor
Ivory Coast,,2 DF,Ousmane Diomande,4 December 2003,Abidjan,Ivory Coast,15,Sporting CP
Ivory Coast,,2 DF,Ghislain Konan,27 December 1995,Abidjan,Ivory Coast,54,Gil Vicente
Ivory Coast,,3 MF,Jean Michaël Seri,19 July 1991,Grand-Béréby,Ivory Coast,65,Maribor
Ivory Coast,,2 DF,Wilfried Singo,25 December 2000,Ouragahio,Ivory Coast,34,Galatasaray
Ivory Coast,,3 MF,Seko Fofana,7 May 1995,Paris,France,33,Porto
Ivory Coast,,2 DF,Odilon Kossounou,4 January 2001,Abidjan,Ivory Coast,36,Atalanta
Ivory Coast,,3 MF,Franck Kessié,19 December 1996,Ouragahio,Ivory Coast,102,Al-Ahli
Ivory Coast,,4 FW,Ange-Yoan Bonny,25 October 2003,Aubervilliers,France,1,Inter Milan
Ivory Coast,,4 FW,Simon Adingra,1 January 2002,Yamoussoukro,Ivory Coast,29,Monaco
Ivory Coast,,4 FW,Yan Diomande,14 November 2006,Abidjan,Ivory Coast,10,RB Leipzig
Ivory Coast,,4 FW,Elye Wahi,2 January 2003,Courcouronnes,France,2,Nice
Ivory Coast,,2 DF,Christopher Opéri,29 April 1997,Abidjan,Ivory Coast,12,İstanbul Başakşehir
Ivory Coast,,4 FW,Oumar Diakité,20 December 2003,Bingerville,Ivory Coast,30,Cercle Brugge
Ivory Coast,,4 FW,Amad Diallo,11 July 2002,Abidjan,Ivory Coast,19,Manchester United
Ivory Coast,,1 GK,Mohamed Koné,7 March 2002,Adjamé,Ivory Coast,0,Charleroi
Ivory Coast,,2 DF,Guéla Doué,17 October 2002,Angers,France,20,Strasbourg
Ivory Coast,,3 MF,Ibrahim Sangaré,2 December 1997,Koumassi,Ivory Coast,57,Nottingham Forest
Ivory Coast,,4 FW,Nicolas Pépé,29 May 1995,Mantes-la-Jolie,France,56,Villarreal
Ivory Coast,,2 DF,Emmanuel Agbadou,17 June 1997,Abidjan,Ivory Coast,20,Beşiktaş
Ivory Coast,,2 DF,Evan Ndicka,20 August 1999,20th arrondissement of Paris,France,28,Roma
Ivory Coast,,4 FW,Evann Guessand,1 July 2001,Ajaccio,France,21,Crystal Palace
Ivory Coast,,1 GK,Alban Lafont,23 January 1999,Ouagadougou,Burkina Faso,4,Panathinaikos
Ivory Coast,,4 FW,Bazoumana Touré,2 March 2006,Bouaké,Ivory Coast,6,TSG Hoffenheim
Ivory Coast,,3 MF,Parfait Guiagon,22 February 2001,Logoualé,Ivory Coast,5,Charleroi
Ivory Coast,,3 MF,Christ Inao Oulaï,6 April 2006,Yopougon,Ivory Coast,9,Trabzonspor
Japan,,1 GK,Zion Suzuki,21 August 2002,Newark,United States,24,Parma
Japan,,2 DF,Yukinari Sugawara,28 June 2000,Toyokawa,Japan,21,Werder Bremen
Japan,,2 DF,Shōgo Taniguchi,15 July 1991,Kumamoto,Japan,38,Sint-Truiden
Japan,,2 DF,Kō Itakura,27 January 1997,Yokohama,Japan,40,Ajax
Japan,,2 DF,Yūto Nagatomo,12 September 1986,Saijo,Japan,145,FC Tokyo
Japan,,4 FW,Shūto Machino,30 September 1999,Mie Prefecture,Japan,14,Borussia Mönchengladbach
Japan,,3 MF,Ao Tanaka,10 September 1998,Miyamae-ku,Japan,38,Leeds United
Japan,,3 MF,Takefusa Kubo,4 June 2001,Kawasaki,Japan,49,Real Sociedad
Japan,,4 FW,Keisuke Gotō,3 June 2005,Shizuoka,Japan,4,Sint-Truiden
Japan,,3 MF,Ritsu Dōan,16 June 1998,Amagasaki,Japan,65,Eintracht Frankfurt
Japan,,3 MF,Daizen Maeda,20 October 1997,Taishi,Japan,27,Celtic
Japan,,1 GK,Keisuke Ōsako,28 July 1999,Izumi,Japan,11,Sanfrecce Hiroshima
Japan,,3 MF,Keito Nakamura,28 July 2000,Abiko,Japan,25,Reims
Japan,,3 MF,Junya Itō,9 March 1993,Yokosuka,Japan,69,Genk
Japan,,3 MF,Daichi Kamada,5 August 1996,Ehime Prefecture,Japan,49,Crystal Palace
Japan,,2 DF,Tsuyoshi Watanabe,5 February 1997,Saitama Prefecture,Japan,11,Feyenoord
Japan,,3 MF,Yuito Suzuki,25 October 2001,Hayama,Japan,6,SC Freiburg
Japan,,4 FW,Ayase Ueda,28 August 1998,Mito,Japan,39,Feyenoord
Japan,,4 FW,Kōki Ogawa,8 August 1997,Yokohama,Japan,15,NEC
Japan,,2 DF,Ayumu Seko,7 June 2000,Osaka,Japan,14,Le Havre
Japan,,2 DF,Hiroki Itō,12 May 1999,Hamamatsu,Japan,24,Bayern Munich
Japan,,2 DF,Takehiro Tomiyasu,5 November 1998,Fukuoka Prefecture,Japan,43,Ajax
Japan,,1 GK,Tomoki Hayakawa,3 March 1999,Kanagawa Prefecture,Japan,4,Kashima Antlers
Japan,,3 MF,Kaishū Sano,30 December 2000,Tsuyama,Japan,13,Mainz 05
Japan,,2 DF,Junnosuke Suzuki,12 July 2003,Gifu Prefecture,Japan,6,Copenhagen
Japan,,4 FW,Kento Shiogai,26 March 2005,Tokyo,Japan,2,VfL Wolfsburg
Netherlands,,1 GK,Bart Verbruggen,18 August 2002,Zwolle,Netherlands,29,Brighton & Hove Albion
Netherlands,,2 DF,Lutsharel Geertruida,18 July 2000,Rotterdam,Netherlands,21,Sunderland
Netherlands,,3 MF,Marten de Roon,29 March 1991,Zwijndrecht,Netherlands,43,Atalanta
Netherlands,,2 DF,Virgil van Dijk,8 July 1991,Breda,Netherlands,92,Liverpool
Netherlands,,2 DF,Nathan Aké,18 February 1995,The Hague,Netherlands,59,Manchester City
Netherlands,,2 DF,Jan Paul van Hecke,8 June 2000,Arnemuiden,Netherlands,12,Brighton & Hove Albion
Netherlands,,3 MF,Justin Kluivert,5 May 1999,Zaandam,Netherlands,12,Bournemouth
Netherlands,,3 MF,Ryan Gravenberch,16 May 2002,Amsterdam,Netherlands,27,Liverpool
Netherlands,,4 FW,Wout Weghorst,7 August 1992,Amsterdam,Netherlands,52,Ajax
Netherlands,,4 FW,Memphis Depay,13 February 1994,Moordrecht,Netherlands,109,Corinthians
Netherlands,,4 FW,Cody Gakpo,7 May 1999,Eindhoven,Netherlands,50,Liverpool
Netherlands,,2 DF,Mats Wieffer,16 November 1999,Borne,Netherlands,15,Brighton & Hove Albion
Netherlands,,1 GK,Robin Roefs,17 January 2003,Heeswijk-Dinther,Netherlands,1,Sunderland
Netherlands,,3 MF,Tijjani Reijnders,29 July 1998,Zwolle,Netherlands,32,Manchester City
Netherlands,,2 DF,Micky van de Ven,19 April 2001,Wormer,Netherlands,21,Tottenham Hotspur
Netherlands,,3 MF,Guus Til,22 December 1997,Samfya,Zambia,7,PSV Eindhoven
Netherlands,,4 FW,Noa Lang,17 June 1999,Capelle aan den IJssel,Netherlands,15,Galatasaray
Netherlands,,4 FW,Donyell Malen,19 January 1999,Wieringen,Netherlands,53,Roma
Netherlands,,4 FW,Brian Brobbey,1 February 2002,Amsterdam,Netherlands,12,Sunderland
Netherlands,,3 MF,Teun Koopmeiners,28 February 1998,Castricum,Netherlands,28,Juventus
